边个淫荡","就揽住一齐死   ","8/6/2019 16:14
香江19","就揽住一齐死   就好似信讲独瓦全，做出头鸟嘅义士","8/6/2019 18:20
香江19","","8/6/2019 20:38
泰兄烧味","国师虽然有时扮假胶但最后都系岩的","8/6/2019 20:42
香江19","国师虽然有时扮假胶但最后都系岩的 不听陈云言，吃亏在眼前","8/6/2019 21:18
香江19","","8/6/2019 22:22
硬胶胸奴","国师虽然有时扮假胶但最后都系岩的呢个真","8/6/2019 22:29
香江19","陈云：政治市，提醒返。即使逃犯引渡条例拖死了，大家也要小心在港资产资金，做最高限度的避险，唔好同共产党统治ge地方讲感情谈恋爱。这次是教训，所谓惊弓之鸟。飞得走就飞，下次弓箭就发出，不单止是响箭咁小嘢。 统治香港嗰班Hi Hi，根本无维护乡土之心，个心毒过mut。自己烧自己间百年祖屋，古今中外未见过咁geHi Hi。 https://www.facebook.com/wan.chin.75/posts/10157167289587225  Pui Leung但好多人都系有奶便是娘 Wan Chin他们无奶也是娘先贱格。","9/6/2019 00:25
香江19","","9/6/2019 00:42
香江19","陈云：愚民只听从有权力者的号召，直至愚民被有权力者害死。之后，愚民在地狱庆幸，我尽过力。愚民本来是可以在人间好好生活的。发布日期：2019年6月6日《陈云时事短评》 第三二二集：六月九日反送中游行，泛民卸责推市民去死播出日期：二○一九年六月七日https://m.youtube.com/watch?v=ne9clHlTFIohttps://www.facebook.com/589657224/posts/10157167844722225?s=1130259897&sfns=moWan Chinhttps://www.facebook.com/photo.php?fbid=10217719709798982&set=a.1851129152456&type=3&sfns=moBill Lee饭民讲明会和平收兵，讲明派纠察严密监视，如有部份人妄想临场可夹饭民行动升级，几乎可肯定主办者会助黑警送你一程。呢班Hi Hi饭民连市民上街都要确保你系卑躬屈膝，咁痴线既事真系前所未见。","9/6/2019 09:36
翻花舞袖","陶紧身一话可以协商，政府就直上大会，因为睇到你班贩民无战意。","9/6/2019 10:16
声自远","香江19唔好一直讚美陈云啦唔识嘅话真系好反感陈云只不过系人而已","9/6/2019 10:19
水镜","陶紧身一话可以协商，政府就直上大会，因为睇到你班贩民无战意。其实我都唔明泛民做乜唔喺议会唔食住上走去动员群众上街姐系咩事呢依家","9/6/2019 10:29
小小鸡爸爸","陶紧身一话可以协商，政府就直上大会，因为睇到你班贩民无战意。其实我都唔明泛民做乜唔喺议会唔食住上走去动员群众上街姐系咩事呢依家大家行完有满足感 71又会进贡 有水唔系唔cap下话","9/6/2019 22:50
鸡翼鱼蛋汤","国师虽然有时扮假胶但最后都系岩的 不听陈云言，吃亏在眼前 卖左楼未","9/6/2019 22:52
